분류,상세설명,여행지,장소,전화번호,주소,Latitude,Longitude
종교 > 불교,"관세음보살이 머무른다는 낙산(오봉산)에 있는 사찰로, 671년(신라 문무왕 11) 의상(義湘)이 창건하였다. 858년(헌안왕 2) 범일(梵日)이 중건(重建)한 이후 몇 차례 다시 세웠으나 6·25전쟁으로 소실되었다. 전쟁으로 소실된 건물들은 1953년에 다시 지었다. 3대 관음기도도량 가운데 하나이며, 관동팔경(關東八景)의 하나로 유명하다. 경내에는 조선 세조(世祖) 때 다시 세운 7층석탑을 비롯하여 원통보전(圓通寶殿)과 그것을 에워싸고 있는 담장 및 홍예문(虹霓門) 등이 남아 있다. 그러나 2005년 4월 6일에 일어난 큰 산불로 대부분의 전각은 소실되었다.원통보전 내부에는 관세음보살상이 안치되어 있다. 6·25전쟁으로 폐허가 된 도량을 복구한 후 이곳으로부터 약 8km 떨어진 설악산 관모봉 영혈사(靈穴寺)에서 옮겨 왔다고 한다. 제작 시기는 12세기 초로 추측되는데, 고려시대 문화의 극성기 양식을 나타낸 매우 아름다운 관음상이다. 이 절의 창건과 관련하여 전하는 이야기가 있다. 의상이 관음보살을 만나기 위하여 낙산사 동쪽 벼랑에서 27일 동안 기도를 올렸으나 뜻을 이루지 못하여 바다에 투신하려 하였다. 이때 바닷가 굴 속에서 희미하게 관음보살이 나타나 여의주와 수정염주(水晶念珠)를 건네주면서, 나의 전신(前身)은 볼 수 없으나 산 위로 수백 걸음 올라가면 두 그루의 대나무가 있을 터이니 그곳으로 가보라는 말을 남기고 사라졌는데 그곳이 바로 원통보전의 자리라고 한다. 부속건물로 의상대(義湘臺), 홍련암(紅蓮庵) 등이 있고 이 일대가 사적 제495호로 지정되어 있다. 2005년 4월 5일 강원도 삼척, 강릉, 고성을 휩쓴 큰 산불이 일어나 낙산사 원통보전과 여러채의 전각이 소실되고 보물 제479호로 지정된 낙산사 동종이 화마에 녹아버렸다. 낙산사는 1971년 12월 16일 강원도유형문화재 제35호로 지정되었다.지식백과",강원양양군,낙산사,033-672-2447,강원도 양양군 강현면 낙산사로 100지번강원도 양양군 강현면 전진리 55,38.1246156,128.6280451
"여행,명소 > 산,고개","해발고도 1,707.9m이다. 태백산맥에서 가장 높고 남한에서는 한라산(1,950m), 지리산(1,915m)에 이어 세번째로 높다. 예전에는 청봉(靑峰)·봉정(鳳頂)이라 했는데, 청봉은 창산(昌山) 성해응(成海應)이 지은 《동국명산기(東國名山記)》에서 유래되었다고도 하고, 봉우리가 푸르게 보인다는 데에서 유래되었다고도 한다. 공룡릉·화채릉·서북릉 등 설악산의 주요 능선의 출발점으로 내설악·외설악의 분기점이 되며, 천불동계곡·가야동계곡 등 설악산에 있는 대부분의 계곡이 이 곳에서 발원한다. 인근에 중청봉·소청봉이 있다. 정상은 일출과 낙조로 유명하며, 기상 변화가 심하고 강한 바람과 낮은 온도 때문에 눈잣나무 군락이 융단처럼 낮게 자라 국립공원 전체와 동해가 한눈에 내려다보인다. 늦가을부터 늦봄까지 눈으로 덮여 있고, 6, 7월이면 진달래·철쭉·벚꽃으로 뒤덮이며, 요산요수라는 글귀가 새겨진 바위와 대청봉 표지석이 있다. 정상까지 오색 방면, 백담사 방면, 설악동 방면, 한계령 방면의 코스가 있는데, 오색에서 설악폭포를 거쳐 정상에 오르는 5.3㎞(약 4시간 소요)가 최단거리 코스이다.속초시내에서 설악동까지 시내버스가 운행되며, 승용차로 가려면 양양에서 7번 국도를 타고 가다가 낙산을 지나 설악동 입구인 물치 삼거리에서 좌회전하면 설악산 입구 주차장까지 갈 수 있다.지식백과",강원양양군,설악산(대청봉),033-6801-0900,강원도 양양군 서면 오색리,38.0809087,128.4610575
"여행,명소 > 해수욕장,해변",수심이 얕고 경사가 완만해 가족 피서지로 각광받고 있는개장기간 : 매년 7~8월 중요금입장료 무료주차장(1개소)시설 및 제공서비스 : 샤워실 탈의실 화장실 급수대 매점 파라솔 야영장해양관광포털 바다여행,강원양양군,죽도해수욕장,,강원도 양양군 현남면,37.969241,128.7594439
"여행,명소 > 천문대","부지면적 2,208평, 연건물면적 281평에 지하 2층, 지상 4층 규모의 천문대이다. 대전에 이어 한국에서는 두 번째로 지방자치단체가 세운 시민 천문대로서, 2001년 10월 13일 개관하였다.영월군 군비와 도비 40억 원, 과학기술부 국고보조금 5억 원 등 총 45억 원의 사업비가 들었으며, 해발고도 800m의 봉래산(蓬萊山) 정상에 위치한다. 주요 시설은 국내 시민 천문대로서는 최대 규모의 80㎝급 반사망원경이 설치된 주돔(주관측실)을 비롯해 보조망원경 10대를 갖춘 슬라이딩돔(보조관측실), 지름 11m의 플라네타리움돔(천체투영실)으로 나뉜다.그밖에 천문전시관·천문공원·시청각교재실이 있으며, 조망 및 야경 관망이 가능하다. 특히 영월 지역의 쾌청일수가 192일이나 되기 때문에 별을 보기에 알맞은 천문대로, 매주 월요일에 휴관하며, 개관시간은 14시부터 22시까지이다. 2002년 2월 말까지는 입장료가 없다.*2019.9.16(월)~11월말까지 천체투영실 리모델링으로 장기휴관*지식백과",강원영월군,별마로천문대,033-372-8445,강원도 영월군 영월읍 천문대길 397지번강원도 영월군 영월읍 영흥리 154-3,37.199054,128.4861254
"여행,명소 > 문화,유적","1971년 12월 16일 강원도기념물 제5호로 지정되었다가 2008년 12월 26일 명승 제50호로 변경되었다. 영월군 남면 광천리 남한강 남한강 상류에 있다. 강의 지류인 서강(西江)이 휘돌아 흘러 삼면이 강으로 둘러싸여 있고 한쪽으로는 육륙봉(六六峰)의 험준한 암벽이 솟아 있어서 마치 한반도처럼 생긴 지형이다. 1457년(세조 3) 6월 조선 제6대 임금인 단종(端宗)이 세조에게 왕위를 빼앗기고 유배되었던 곳이기도 하다. 그해 여름, 홍수로 서강이 범람하여 청령포가 물에 잠겼다. 단종은 강 건너 영월부의 객사인 관풍헌(觀風軒)으로 처소를 옮기기 전까지 두어 달간 이곳에서 생활하였다. 워낙 지세가 험하고 강으로 둘러싸여 있어서 단종이 이곳을 육지고도(陸地孤島)라고 표현했다고 전한다. 청령포에는 단종이 그곳에 살았음을 말해 주는 단묘유지비(端廟遺址碑)와 어가, 단종이 한양을 바라보며 시름에 잠겼다고 전하는 노산대, 한양에 남겨진 정순왕후를 생각하며 쌓은 돌탑, 외인의 접근을 금하기 위해 영조가 세웠다는 금표비(禁標碑)가 있고 관음송(천연기념물 349)과 울창한 소나무숲 등이 남아 있다. 단종은 그해 10월 관풍헌에서 사약을 받고 숨졌다.슬픈 역사가 남아 있는 유서 깊은 유적지가, 휘돌아 흐르는 서강과 어우러져 자연 경관이 뛰어난 명승지이다. 보호면적은 204,241㎡로, 영월군이 관리한다.지식백과",강원영월군,청령포,033-370-2657,강원도 영월군 남면 광천리 산67-1,37.1735997,128.4436964
"여행,명소 > 자연명소","높이 약 70m의 기암으로, 신선암(神仙岩)이라고도 한다. 강원도 영월군 영월읍 방절리 날골마을과 남애마을 사이의 서강(西江) 강변에 있으며, 서강의 푸른 물과 어우러져 경치가 아주 뛰어나다.1820년(순조 20) 문신 홍이간(洪履簡 1753~1827)이 영월부사로 재임하고 있을 때 문신이자 학자인 오희상(吳熙常 1763~1833)과 홍직필(洪直弼 1776~1852)이 홍이간을 찾아와 구름에 싸인 선돌의 경관에 반해 시를 읊고, 암벽에‘운장벽(雲莊壁)’이라는 글씨를 새겨 놓았다.영월에 38번 국도가 개통되기 전에는 선돌 밑으로 도로가 나 있었다. 옛 도로는 1905년(고종 42)에 시멘트와 석벽을 쌓아 확충되었는데 당시의 공사를 기념하기 위해 세운 기념비와 장마로 파손된 도로의 흔적이 지금도 남아 있다. 선돌이 자리 잡고 있는 마을의 지명 역시 선돌(선돌마을)이다.지식백과",강원영월군,선돌,,강원도 영월군 영월읍 방절리 산122,37.2053558,128.4343412
"여행,명소 > 동굴","1969년 6월 4일 천연기념물 제219호로 지정되었다. 면적 48만 762㎡, 길이 약 6km의 동굴이다. 임진왜란 당시 왜병과 싸운 고씨(高氏) 가족들이 한때 그곳에 피신하였기 때문에 그것이 굴 이름으로 되었다고 한다.이 동굴은 약 4억 년 전부터 형성된 것이라고 하는데 굴 안에는 4개의 호수를 비롯하여 3개의 폭포, 10개의 광장 등이 있으며, 여러 가지 이름으로 불리는 종유석·석순·석주들이 조화있게 배치되어 장관을 이룬다. 동굴 안의 기온은 항상 16℃를 유지하며, 박쥐·흰새우·흰지네 등 동굴동물이 서식하고 그 밖에 신속(新屬) 1, 신종(新種) 7, 신아종(新亞種) 7의 동물이 새로 판명되었다.지식백과",강원영월군,고씨동굴,033-370-2621,강원도 영월군 김삿갓면 진별리 산262,37.133607,128.5227603
"여행,명소 > 관람,체험",,강원영월군,한반도지형,033-372-6001,강원도 영월군 한반도면 옹정리 산180,37.2204909,128.3460125
종교 > 불교,"대한불교조계종 제4교구 본사인 월정사(月精寺)의 말사이다. 신라의 승려 의상(義湘)이 668년(문무왕 8)에 세운 절로, 창건 당시의 절 이름은 구룡사(九龍寺)이다. 이름에 얽힌 9마리 용의 전설이 전해 내려오며, 창건 이후 계속하여 도선(道詵) ·자초(自超) ·휴정(休靜) 등이 거쳐 가면서 영서(嶺西) 수찰(首刹)로서의 구실을 다하였다. 조선 중기 이후 절 입구에 있는 거북 모양의 바위 때문에 절이름도 ‘아홉구’자를 ‘거북구’자로 고쳐 쓰게 되었다고 한다. 절 입구에 있는 ‘황장금표(黃腸禁標)’는 조선시대 이 일대에서의 무단벌목(無斷伐木)을 금한다는 방으로, 전국에서 유일한 역사적 자료이다. 현존 당우는 대웅전 ·보광루(普光樓) ·삼성각(三聖閣) ·심검당(尋劍堂) ·설선당(說禪堂) 등이 있는데, 수차례 대웅전을 중수하였음에도 그 안에 있는 닫집은 옛 모습 그대로 보존되어, 강원도 유형문화재 제24호로 지정되었다.지식백과",강원원주시,구룡사,033-732-4800,강원도 원주시 소초면 구룡사로 500지번강원도 원주시 소초면 학곡리 1029,37.399492,128.04959
"여행,명소 > 지역명소",- 개장시간 하절기: 09:00~18:00  동절기: 09:00~17:00 매표시간: 16:00,강원원주시,원주소금산출렁다리,033-731-4088,강원도 원주시 지정면 소금산길 14지번강원도 원주시 지정면 간현리 1056-15,37.3646161,127.8336346
"여행,명소 > 산,고개","서울에서 승용차로 약 1시간 30분 거리에 위치한 치악산국립공원은 1984년 12월 31일에 국립공원으로 지정되었다. 치악산국립공원은 우리 국토의 등줄기인 태백산맥의 허리에서 남쪽으로 내리닫는 차령산맥 남쪽 끝에 자리잡고 있다. 이 곳은 유달리 지형이 험하고 골짜기가 많아 곳곳에 산성과 사찰, 사적지들이 널리 산재해 있으며 곳곳에 어울리는 전설을 간직하고 있다.지식백과",강원원주시,치악산,,강원도 원주시 소초면 무쇠점2길 26지번강원도 원주시 소초면 학곡리 900-1,37.4140207,128.0503654
"문화,예술 > 미술관",,강원원주시,뮤지엄 산,033-730-9000,강원도 원주시 지정면 오크밸리2길 260지번강원도 원주시 지정면 월송리 산129-5,37.4114307,127.8112188
"여행,명소 > 계곡","구룡덕봉(1,388m) 기슭에서 발원하여 20㎞를 흘러 방태천으로 들어간다. 상류는 월둔·명지거리·방동약수를 잇는 도로와 인접해 있지만 하류로 갈수록 한적하며 원시림을 느끼게 하는 골짜기를 간직하고 있다. 사람의 손때가 묻지 않아 맑은 물에서는 열목어가 살고 있고, 수달(천연기념물 330)·족제비·하늘다람쥐(천연기념물 328) 등 희귀동물을 볼 수 있다. (정감록 鄭鑑錄)에 (삼둔사가리)라는 글귀가 나오는데, 둔이란 펑퍼짐한 산기슭을, 가리(거리)란 사람이 살 만한 계곡가로서 난리를 피해 숨을 만한 피난처를 뜻한다. 홍천군 내면의 살둔(생둔), 월둔, 달둔과 인제군 기린면의 아침가리, 연가리, 적가리, 명지거리(결가리)를 가리키는 말이다. 아침가리란 아침에 밭을 간다는 뜻으로 아침갈이라고도 하며 지도에는 한자어로 조경동(朝耕洞)이라 표기되는 곳이다. 한때 화전민들이 살았지만 지금은 폐교된 방동초등학교 조경분교와 텅빈 마을만이 옛 흔적을 보여주고 있다. 주변에 설피밭·방동약수·방태산휴양림·점봉산 등 관광명소가 많다. 찾아가려면 현리에서 버스를 타고 진동2교 앞에 하차한다. 승용차로는 44번 국도로 홍천으로 가서 철정을 지나 451번 지방도로 고석평을 지나 31번 국도로 상남, 현리교, 진동2교를 지난다. 진동2교 앞의 보호수면지정 안내판 뒤로 돌아 농수로를 따라 걸으면 나타나는 수중보를 건너면 계곡으로 이어진다.지식백과",강원인제군,아침가리계곡,033-461-2122,강원도 인제군 기린면 진동리,37.9902067,128.4521075
"여행,명소 > 숲,숲길","- 원대리 자작나무 숲 운영관련 정보 - 운영시간 및 기간 ㆍ 하절기(5.16.~10.31.) : 09시~18시(15시까지 입산)                           ㆍ 동절기(12.16.~1.31.) : 09시~17시(14시까지 입산) - 산불기간(2.1~5.15, 11.1~12.15) 통제관련 및 자세한 정보는 산림청홈페이지(http://forest.go.kr)에서 확인하시기 바랍니다.원대리 자작나무숲 올해는 입산통제기간(11/1~12/15)에도 무휴로 개방합니다~",강원인제군,속삭이는자작나무숲,033-461-9696,강원도 인제군 인제읍 자작나무숲길 760 자작나무숲 안내소지번강원도 인제군 인제읍 원대리 산75-22,37.9780079,128.2513123
"여행,명소 > 국립공원","높이 1,708m이다. 신성하고 숭고한 산이라는 뜻에서 예로부터 설산(雪山)·설봉산(雪峰山)·설화산(雪華山) 등 여러 이름으로 불렸고, 금강산(1,638m)을 서리뫼[霜嶽]라고 한 것과 관련해 우리말로 설뫼[雪嶽]라고도 하였다. 남한에서는 한라산(1,950m)·지리산(1,915m)에 이어 세 번째로 높은 산이다.백두대간의 중심부에 있으며, 북쪽으로는 향로봉(1,293m)·금강산, 남쪽으로는 점봉산(點鳳山:1,424m)·오대산(1,563m)과 마주한다. 최고봉은 대청봉이다. 대청봉 남쪽에 한계령, 북쪽에 마등령·미시령 등의 고개가 있다.위치상 산맥의 서쪽 인제군에 속하는 지역을 내설악, 동쪽을 외설악으로 나누는데, 남설악이라 하여 오색지구를 추가하기도 한다. 내설악에는 미시령·대청봉·한계령을 수원지로 하여 소양강·북한강으로 이어지는 계곡이 발달했다. 내설악의 명승지로는 647년(신라 진덕여왕 1)에 창건된 고찰 백담사(百潭寺)를 비롯해 대승(大勝)·와룡(臥龍)·유달·쌍폭(雙瀑) 등의 폭포, 수렴동(水簾洞)·가야동(伽倻洞)·구곡담(九曲潭) 등의 계곡과 옥녀탕(玉女湯) 등 이름난 곳이 많다.외설악은 대청봉에서 동쪽으로 뻗은 능선을 경계로 북외설악과 남외설악으로 나뉜다. 관모산(冠帽山:874m)·천불동계곡·울산바위·권금성(權金城)·금강굴 외에 비룡폭포·토왕성폭포·귀면암(鬼面巖)·와선대(臥仙臺)·비선대(飛仙臺) 등 기암괴석과 계곡이 절경을 이룬다.식생 분포도 다양해 온대 중부지방의 대표적인 원시림 지역으로 꼽힌다. 특히 대청봉에 군락을 이루어 자라는 눈잣나무와 눈주목은 남한에서는 찾아보기 힘든 북방계 고산식물이다.동물은 사향노루·산양·곰·하늘다람쥐·여우·수달 등 희귀종을 포함하여 총 39종의 포유류와 62종의 조류 및 각종 파충류·양서류·어류·곤충 등이 서식한다. 1965년 천연보호구역으로 지정되었다가 1970년 3월 국립공원으로 지정되었다.지식백과",강원인제군,설악산,033-801-0900,강원도 인제군 북면 한계리,38.1227531,128.3023006
